method,case_id,category,event_name,context,tags,input_local_date,input_local_time,input_zone_key,input_offset,input_utc_instant,input_recurrence,input_chars,expected_status,expected_ok,expected_local_preserved,expected_utc_derived,expected_gap_fold,expected_recurrence_ok,actual_ok,actual_local_preserved,actual_utc_derived,actual_gap_detected,actual_fold_detected,actual_recurrence_ok,actual_all_day_ok,actual_display_preserved,actual_grouping_differs,actual_zone_valid,correct,fail_reason,expected_fail_naive,elapsed_ms,output_chars,note
preserve_local_civil_time_baseline,C011,dst_fold_ambig,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed",2026-11-01,01:15:00,America/New_York,,,one_time_event,417,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.00622,97,local civil time preserved
preserve_local_civil_time_baseline,C012,all_day_date,Demo Office Hours,all_day_event,"all_day_date,date_not_instant",2026-07-04,,,,,all_day_date,392,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.002466,85,date preserved
preserve_local_civil_time_baseline,C013,all_day_bad_range,Synthetic Reminder,all_day_event,"bad_end_of_day,date_not_instant",2026-07-04,00:00:00,America/New_York,,,all_day_date,419,error,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.00758,97,local civil time preserved
preserve_local_civil_time_baseline,C014,birthday_date_only,Example Birthday,all_day_event,"date_not_instant,all_day_date",1990-05-15,,,,,all_day_date,397,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.00254,85,date preserved
preserve_local_civil_time_baseline,C015,midnight_boundary,Example Standup,display_grouping,"midnight_boundary,sorting_grouping_caveat",2026-06-01,00:15:00,Asia/Tokyo,,,one_time_event,425,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.008368,86,local preserved
preserve_local_civil_time_baseline,C016,lunch_local,Test Conference,future_human_schedule,"future_local_intent,zone_id_preserved",2026-06-10,12:00:00,Europe/Paris,,,one_time_event,422,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.00653,97,local civil time preserved
preserve_local_civil_time_baseline,C017,global_webinar,Fictional Webinar,future_human_schedule,"zone_id_preserved,aware_datetime",2026-09-01,15:00:00,UTC,,,one_time_event,413,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006345,97,local civil time preserved
preserve_local_civil_time_baseline,C018,floating_reminder,Toy Reminder,floating_reminder,"future_local_intent,business_rule_needed",2026-08-20,07:00:00,,,,one_time_event,415,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.007052,97,local civil time preserved
preserve_local_civil_time_baseline,C019,travel_reminder,Demo Office Hours,travel_caveat,"future_local_intent,business_rule_needed",2026-10-10,07:00:00,America/New_York,,,one_time_event,427,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006433,97,local civil time preserved
preserve_local_civil_time_baseline,C020,backup_gap,Fictional Backup Window,backup_job,"gap_time,fold_policy_needed,business_rule_needed",2026-03-08,02:15:00,America/Los_Angeles,,,one_time_event,433,error,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006583,86,local preserved
preserve_local_civil_time_baseline,C021,maintenance_fold,Synthetic Reminder,backup_job,"fold_time,fold_policy_needed",2026-11-01,01:45:00,America/Los_Angeles,,,one_time_event,412,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006769,86,local preserved
preserve_local_civil_time_baseline,C022,half_hour_offset,Example Standup,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,14:00:00,Asia/Kolkata,,,one_time_event,423,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006601,97,local civil time preserved
preserve_local_civil_time_baseline,C023,quarter_hour_offset,Test Conference,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Asia/Kathmandu,,,one_time_event,428,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.00619,97,local civil time preserved
preserve_local_civil_time_baseline,C024,lord_howe,Fictional Backup Window,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Australia/Lord_Howe,,,one_time_event,431,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006365,97,local civil time preserved
preserve_local_civil_time_baseline,C025,dateline_caveat,Toy Store Opening,future_human_schedule,"zone_id_preserved,business_rule_needed",2026-06-15,12:00:00,Pacific/Apia,,,one_time_event,429,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006168,97,local civil time preserved
preserve_local_civil_time_baseline,C026,fixed_offset,Demo Office Hours,future_human_schedule,"fixed_offset_caveat,offset_only_caveat",2026-06-15,10:00:00,,+02:00,,one_time_event,421,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.0073,79,baseline
preserve_local_civil_time_baseline,C027,invalid_zone,Synthetic Reminder,invalid_input,invalid_zone,2026-06-15,10:00:00,Fake/Nowhere,,,one_time_event,390,error,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006634,86,local preserved
preserve_local_civil_time_baseline,C028,naive_negative,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,390,error,False,False,False,,,False,False,False,False,False,,,,,,True,,False,0.007083,87,naive rejected
preserve_local_civil_time_baseline,C029,aware_positive,Test Conference,past_log_instant,"aware_datetime,utc_good_for_past_instant",2025-12-01,15:00:00,UTC,,2025-12-01T15:00:00+00:00,one_time_event,437,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006639,86,local preserved
preserve_local_civil_time_baseline,C030,round_trip,Fictional Backup Window,past_log_instant,"aware_datetime,utc_good_for_past_instant,zone_id_preserved",2024-01-15,12:00:00,Europe/Paris,,,one_time_event,448,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006887,86,local preserved
preserve_local_civil_time_baseline,C031,local_to_utc_policy,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed,business_rule_needed",2026-11-01,01:30:00,America/New_York,,,one_time_event,446,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.00634,97,local civil time preserved
preserve_local_civil_time_baseline,C032,recurring_local_stable,Demo Office Hours,recurring_meeting,"recurrence_not_duration,weekly_dst",2026-02-15,09:00:00,America/New_York,,,weekly_same_local_time,440,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006589,97,local civil time preserved
preserve_local_civil_time_baseline,C033,recurring_naive_drift,Synthetic Reminder,recurring_meeting,recurrence_not_duration,2026-02-15,09:00:00,America/New_York,,,add_168_hours,418,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006187,97,local civil time preserved
preserve_local_civil_time_baseline,C034,sorting_grouping,Example Standup,display_grouping,"sorting_grouping_caveat,midnight_boundary",2026-06-01,23:30:00,Asia/Tokyo,,,one_time_event,424,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006682,86,local preserved
preserve_local_civil_time_baseline,C035,same_day_viewer,Test Conference,display_grouping,sorting_grouping_caveat,2026-06-01,01:00:00,America/Los_Angeles,,,one_time_event,411,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006693,86,local preserved
preserve_local_civil_time_baseline,C036,eom_recurrence,Fictional Backup Window,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,428,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006294,97,local civil time preserved
preserve_local_civil_time_baseline,C037,leap_year,Toy Store Opening,future_human_schedule,"leap_year_caveat,date_not_instant",2028-02-29,12:00:00,UTC,,,one_time_event,409,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006355,97,local civil time preserved
preserve_local_civil_time_baseline,C038,month_length,Demo Office Hours,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,420,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006439,97,local civil time preserved
preserve_local_civil_time_baseline,C039,tz_abbrev_ambiguous,Synthetic Reminder,future_human_schedule,"timezone_abbreviation_caveat,display_loss",2026-06-15,10:00:00,America/Chicago,,,one_time_event,440,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006321,97,local civil time preserved
preserve_local_civil_time_baseline,C040,iso_offset_loses_zone,Example Standup,future_human_schedule,"offset_only_caveat,display_loss",2026-06-15,10:00:00,America/New_York,-04:00,,one_time_event,435,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006987,97,local civil time preserved
preserve_local_civil_time_baseline,C041,display_loss,Test Conference,display_grouping,display_loss,2026-06-15,10:00:00,Europe/Paris,,,one_time_event,390,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006768,86,local preserved
preserve_local_civil_time_baseline,C042,local_preserved_utc_moves,Fictional Backup Window,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-15,09:00:00,America/New_York,,,one_time_event,448,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006513,97,local civil time preserved
preserve_local_civil_time_baseline,C043,utc_ordering_not_authority,Toy Store Opening,display_grouping,"sorting_grouping_caveat,future_local_intent",2026-09-10,14:00:00,Europe/Paris,,,one_time_event,440,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006552,86,local preserved
preserve_local_civil_time_baseline,C044,business_rule_skipped,Demo Office Hours,future_human_schedule,"gap_time,business_rule_needed,fold_policy_needed",2026-03-08,02:30:00,America/New_York,,,one_time_event,446,error,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006136,97,local civil time preserved
preserve_local_civil_time_baseline,C045,naive_fail_gap,Synthetic Reminder,future_human_schedule,"gap_time,business_rule_needed",2026-03-08,02:20:00,America/Chicago,,,one_time_event,417,error,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.006166,97,local civil time preserved
preserve_local_civil_time_baseline,C046,naive_fail_naive_dt,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,395,error,False,False,False,,,False,False,False,False,False,,,,,,True,,False,0.010428,87,naive rejected
preserve_local_civil_time_baseline,C047,naive_fail_offset_zone,Test Conference,future_human_schedule,"offset_only_caveat,fixed_offset_caveat",2026-06-15,10:00:00,,-05:00,,one_time_event,429,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.008096,79,baseline
preserve_local_civil_time_baseline,C048,naive_fail_168h,Fictional Backup Window,recurring_meeting,recurrence_not_duration,2026-03-09,09:00:00,America/New_York,,,add_168_hours,417,success,True,True,False,,,True,True,False,False,False,,,,,,True,,False,0.008277,97,local civil time preserved
derive_utc_from_zoneinfo_when_possible,C001,past_instant,Example Server Log Entry,past_log_instant,"utc_good_for_past_instant,aware_datetime",,,UTC,,2023-06-15T14:30:00+00:00,one_time_event,430,success,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.002709,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C002,future_local,Example Standup,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-05,09:30:00,America/New_York,,,one_time_event,427,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,1.585999,141,derived utc
derive_utc_from_zoneinfo_when_possible,C003,future_utc_only,Test Conference,future_human_schedule,utc_only_loses_context,2026-11-12,10:00:00,Europe/Paris,,2026-11-12T09:00:00+00:00,one_time_event,432,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,1.286462,141,derived utc
derive_utc_from_zoneinfo_when_possible,C004,future_local_preserved,Fictional Backup Window,future_human_schedule,"future_local_intent,zone_id_preserved",2026-09-20,02:00:00,America/Los_Angeles,,,one_time_event,448,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,1.164,141,derived utc
derive_utc_from_zoneinfo_when_possible,C005,offset_only,Toy Store Opening,future_human_schedule,"offset_only_caveat,fixed_offset_caveat",2026-08-15,11:00:00,,-05:00,,one_time_event,420,success,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.010205,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C006,recurring_dst_spring,Demo Office Hours,recurring_meeting,"weekly_dst,recurrence_not_duration",2026-03-09,09:00:00,America/New_York,,,weekly_same_local_time,438,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.08327,141,derived utc
derive_utc_from_zoneinfo_when_possible,C007,recurring_dst_fall,Synthetic Reminder,recurring_meeting,"weekly_dst,recurrence_not_duration,fold_time",2026-11-02,09:00:00,America/New_York,,,weekly_same_local_time,445,success,True,True,True,True,,True,True,True,False,False,,,,,,True,"fold_detected: expected True, got False",False,0.080689,141,derived utc
derive_utc_from_zoneinfo_when_possible,C008,recurrence_duration_vs_calendar,Example Standup,recurring_meeting,recurrence_not_duration,2026-03-09,09:00:00,America/New_York,,,weekly_same_local_time,433,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.078869,141,derived utc
derive_utc_from_zoneinfo_when_possible,C009,dst_gap,Test Conference,future_human_schedule,"gap_time,fold_policy_needed,business_rule_needed",2026-03-08,02:30:00,America/New_York,,,one_time_event,430,error,False,False,False,True,,False,False,False,False,False,,,,,,True,,False,0.033341,81,gap time
derive_utc_from_zoneinfo_when_possible,C010,dst_fold,Fictional Backup Window,future_human_schedule,"fold_time,fold_policy_needed,business_rule_needed",2026-11-01,01:30:00,America/New_York,,,one_time_event,441,success,True,True,True,True,,True,True,True,False,True,,,,,,True,,False,0.079424,140,derived utc
derive_utc_from_zoneinfo_when_possible,C011,dst_fold_ambig,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed",2026-11-01,01:15:00,America/New_York,,,one_time_event,417,success,True,True,True,True,,True,True,True,False,True,,,,,,True,,False,0.079242,140,derived utc
derive_utc_from_zoneinfo_when_possible,C012,all_day_date,Demo Office Hours,all_day_event,"all_day_date,date_not_instant",2026-07-04,,,,,all_day_date,392,success,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.002075,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C013,all_day_bad_range,Synthetic Reminder,all_day_event,"bad_end_of_day,date_not_instant",2026-07-04,00:00:00,America/New_York,,,all_day_date,419,error,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.07965,141,derived utc
derive_utc_from_zoneinfo_when_possible,C014,birthday_date_only,Example Birthday,all_day_event,"date_not_instant,all_day_date",1990-05-15,,,,,all_day_date,397,success,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.002057,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C015,midnight_boundary,Example Standup,display_grouping,"midnight_boundary,sorting_grouping_caveat",2026-06-01,00:15:00,Asia/Tokyo,,,one_time_event,425,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.843344,141,derived utc
derive_utc_from_zoneinfo_when_possible,C016,lunch_local,Test Conference,future_human_schedule,"future_local_intent,zone_id_preserved",2026-06-10,12:00:00,Europe/Paris,,,one_time_event,422,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.08427,141,derived utc
derive_utc_from_zoneinfo_when_possible,C017,global_webinar,Fictional Webinar,future_human_schedule,"zone_id_preserved,aware_datetime",2026-09-01,15:00:00,UTC,,,one_time_event,413,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.746687,141,derived utc
derive_utc_from_zoneinfo_when_possible,C018,floating_reminder,Toy Reminder,floating_reminder,"future_local_intent,business_rule_needed",2026-08-20,07:00:00,,,,one_time_event,415,success,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.009427,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C019,travel_reminder,Demo Office Hours,travel_caveat,"future_local_intent,business_rule_needed",2026-10-10,07:00:00,America/New_York,,,one_time_event,427,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.081031,141,derived utc
derive_utc_from_zoneinfo_when_possible,C020,backup_gap,Fictional Backup Window,backup_job,"gap_time,fold_policy_needed,business_rule_needed",2026-03-08,02:15:00,America/Los_Angeles,,,one_time_event,433,error,False,False,False,True,,False,False,False,False,False,,,,,,True,,False,0.0334,81,gap time
derive_utc_from_zoneinfo_when_possible,C021,maintenance_fold,Synthetic Reminder,backup_job,"fold_time,fold_policy_needed",2026-11-01,01:45:00,America/Los_Angeles,,,one_time_event,412,success,True,True,True,True,,True,True,True,False,True,,,,,,True,,False,0.081127,140,derived utc
derive_utc_from_zoneinfo_when_possible,C022,half_hour_offset,Example Standup,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,14:00:00,Asia/Kolkata,,,one_time_event,423,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.932438,141,derived utc
derive_utc_from_zoneinfo_when_possible,C023,quarter_hour_offset,Test Conference,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Asia/Kathmandu,,,one_time_event,428,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.808215,141,derived utc
derive_utc_from_zoneinfo_when_possible,C024,lord_howe,Fictional Backup Window,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Australia/Lord_Howe,,,one_time_event,431,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,1.073961,141,derived utc
derive_utc_from_zoneinfo_when_possible,C025,dateline_caveat,Toy Store Opening,future_human_schedule,"zone_id_preserved,business_rule_needed",2026-06-15,12:00:00,Pacific/Apia,,,one_time_event,429,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.836819,141,derived utc
derive_utc_from_zoneinfo_when_possible,C026,fixed_offset,Demo Office Hours,future_human_schedule,"fixed_offset_caveat,offset_only_caveat",2026-06-15,10:00:00,,+02:00,,one_time_event,421,success,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.009509,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C027,invalid_zone,Synthetic Reminder,invalid_input,invalid_zone,2026-06-15,10:00:00,Fake/Nowhere,,,one_time_event,390,error,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,97.535853,85,invalid zone
derive_utc_from_zoneinfo_when_possible,C028,naive_negative,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,390,error,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.014606,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C029,aware_positive,Test Conference,past_log_instant,"aware_datetime,utc_good_for_past_instant",2025-12-01,15:00:00,UTC,,2025-12-01T15:00:00+00:00,one_time_event,437,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.097028,141,derived utc
derive_utc_from_zoneinfo_when_possible,C030,round_trip,Fictional Backup Window,past_log_instant,"aware_datetime,utc_good_for_past_instant,zone_id_preserved",2024-01-15,12:00:00,Europe/Paris,,,one_time_event,448,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.085763,141,derived utc
derive_utc_from_zoneinfo_when_possible,C031,local_to_utc_policy,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed,business_rule_needed",2026-11-01,01:30:00,America/New_York,,,one_time_event,446,success,True,True,True,True,,True,True,True,False,True,,,,,,True,,False,0.081124,140,derived utc
derive_utc_from_zoneinfo_when_possible,C032,recurring_local_stable,Demo Office Hours,recurring_meeting,"recurrence_not_duration,weekly_dst",2026-02-15,09:00:00,America/New_York,,,weekly_same_local_time,440,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.079004,141,derived utc
derive_utc_from_zoneinfo_when_possible,C033,recurring_naive_drift,Synthetic Reminder,recurring_meeting,recurrence_not_duration,2026-02-15,09:00:00,America/New_York,,,add_168_hours,418,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.078867,141,derived utc
derive_utc_from_zoneinfo_when_possible,C034,sorting_grouping,Example Standup,display_grouping,"sorting_grouping_caveat,midnight_boundary",2026-06-01,23:30:00,Asia/Tokyo,,,one_time_event,424,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.954742,141,derived utc
derive_utc_from_zoneinfo_when_possible,C035,same_day_viewer,Test Conference,display_grouping,sorting_grouping_caveat,2026-06-01,01:00:00,America/Los_Angeles,,,one_time_event,411,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,1.232022,141,derived utc
derive_utc_from_zoneinfo_when_possible,C036,eom_recurrence,Fictional Backup Window,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,428,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.087402,141,derived utc
derive_utc_from_zoneinfo_when_possible,C037,leap_year,Toy Store Opening,future_human_schedule,"leap_year_caveat,date_not_instant",2028-02-29,12:00:00,UTC,,,one_time_event,409,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.082999,141,derived utc
derive_utc_from_zoneinfo_when_possible,C038,month_length,Demo Office Hours,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,420,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.081341,141,derived utc
derive_utc_from_zoneinfo_when_possible,C039,tz_abbrev_ambiguous,Synthetic Reminder,future_human_schedule,"timezone_abbreviation_caveat,display_loss",2026-06-15,10:00:00,America/Chicago,,,one_time_event,440,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,1.305374,141,derived utc
derive_utc_from_zoneinfo_when_possible,C040,iso_offset_loses_zone,Example Standup,future_human_schedule,"offset_only_caveat,display_loss",2026-06-15,10:00:00,America/New_York,-04:00,,one_time_event,435,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.087998,141,derived utc
derive_utc_from_zoneinfo_when_possible,C041,display_loss,Test Conference,display_grouping,display_loss,2026-06-15,10:00:00,Europe/Paris,,,one_time_event,390,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.083466,141,derived utc
derive_utc_from_zoneinfo_when_possible,C042,local_preserved_utc_moves,Fictional Backup Window,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-15,09:00:00,America/New_York,,,one_time_event,448,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.080082,141,derived utc
derive_utc_from_zoneinfo_when_possible,C043,utc_ordering_not_authority,Toy Store Opening,display_grouping,"sorting_grouping_caveat,future_local_intent",2026-09-10,14:00:00,Europe/Paris,,,one_time_event,440,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.07837,141,derived utc
derive_utc_from_zoneinfo_when_possible,C044,business_rule_skipped,Demo Office Hours,future_human_schedule,"gap_time,business_rule_needed,fold_policy_needed",2026-03-08,02:30:00,America/New_York,,,one_time_event,446,error,False,False,False,True,,False,False,False,False,False,,,,,,True,,False,0.03338,81,gap time
derive_utc_from_zoneinfo_when_possible,C045,naive_fail_gap,Synthetic Reminder,future_human_schedule,"gap_time,business_rule_needed",2026-03-08,02:20:00,America/Chicago,,,one_time_event,417,error,False,False,False,True,,False,False,False,False,False,,,,,,True,,False,0.032458,81,gap time
derive_utc_from_zoneinfo_when_possible,C046,naive_fail_naive_dt,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,395,error,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.007041,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C047,naive_fail_offset_zone,Test Conference,future_human_schedule,"offset_only_caveat,fixed_offset_caveat",2026-06-15,10:00:00,,-05:00,,one_time_event,429,success,False,False,False,False,,False,False,False,False,False,,,,,,True,,False,0.006359,95,missing zoneinfo/local
derive_utc_from_zoneinfo_when_possible,C048,naive_fail_168h,Fictional Backup Window,recurring_meeting,recurrence_not_duration,2026-03-09,09:00:00,America/New_York,,,add_168_hours,417,success,True,True,True,False,,True,True,True,False,False,,,,,,True,,False,0.078328,141,derived utc
utc_only_storage_baseline,C001,past_instant,Example Server Log Entry,past_log_instant,"utc_good_for_past_instant,aware_datetime",,,UTC,,2023-06-15T14:30:00+00:00,one_time_event,430,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.003238,104,utc only – local intent lost
utc_only_storage_baseline,C002,future_local,Example Standup,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-05,09:30:00,America/New_York,,,one_time_event,427,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.084904,88,utc only baseline
utc_only_storage_baseline,C003,future_utc_only,Test Conference,future_human_schedule,utc_only_loses_context,2026-11-12,10:00:00,Europe/Paris,,2026-11-12T09:00:00+00:00,one_time_event,432,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.001442,104,utc only – local intent lost
